Round ID,Bet Amount,Total Win/Loss,Valid Bet Amt,Login Name
ugs-2212089755,100,-100,0,sss_18651675752
ugs-2212089680,10,-10,0,sss_lfy1616
ugs-2212089703,1,-0.4,0,sss_1041667203
ugs-2212089659,20,-20,0,sss_fyeste
ugs-2212089674,100,-100,0,sss_18651675752
ugs-2212089649,5,-5,0,sss_aayy136688
ugs-2212089623,1,-1,0,sss_1041667203
ugs-2212089574,20,6,0,sss_fyeste
ugs-2212089563,100,-100,0,sss_18651675752
ugs-2212089517,10,-10,0,sss_lfy1616
ugs-2212089499,1,-1,0,sss_p128628
ugs-2212089442,1,-1,0,sss_1041667203
ugs-2212089480,100,-100,0,sss_18651675752
ugs-2212089477,20,4,0,sss_fyeste
ugs-2212089404,10,-10,0,sss_lfy1616
ugs-2212089401,100,-100,0,sss_18651675752
ugs-2212089390,20,20,0,sss_fyeste
ugs-2212089357,1,-1,0,sss_1041667203
ugs-2212089314,100,-100,0,sss_18651675752
ugs-2212089290,10,-10,0,sss_lfy1616
ugs-2212089289,20,-20,0,sss_fyeste
ugs-2212089205,20,-20,0,sss_fyeste
ugs-2212089238,100,-100,0,sss_18651675752
ugs-2212089139,10,-10,0,sss_lfy1616
ugs-2212089148,100,-100,0,sss_18651675752
ugs-2212089156,5,-5,0,sss_aayy136688
ugs-2212089130,20,-20,0,sss_fyeste
ugs-2212089057,5,-5,0,sss_aayy136688
ugs-2212089047,100,-100,0,sss_18651675752
ugs-2212089025,10,-10,0,sss_lfy1616
ugs-2212089021,20,-20,0,sss_fyeste
ugs-2212088981,5,-5,0,sss_aayy136688
ugs-2212088964,100,-100,0,sss_18651675752
ugs-2212088944,20,-20,0,sss_fyeste
ugs-2212088895,5,-5,0,sss_aayy136688
ugs-2212088877,10,-10,0,sss_lfy1616
ugs-2212088883,1,7,0,sss_p128628
ugs-2212088841,20,-20,0,sss_fyeste
ugs-2212088783,20,-20,0,sss_fyeste
ugs-2212088738,10,-10,0,sss_lfy1616
ugs-2212088725,100,1900,0,sss_18651675752
ugs-2212088704,1,-1,0,sss_p128628
ugs-2212088716,5,-4,0,sss_aayy136688
ugs-2212088705,20,-20,0,sss_fyeste
ugs-2212088633,20,-20,0,sss_fyeste
ugs-2212088595,10,-10,0,sss_lfy1616
ugs-2212088613,5,-5,0,sss_aayy136688
ugs-2212088563,20,-20,0,sss_fyeste
ugs-2212088564,200,-200,0,sss_18651675752
ugs-2212088487,5,-4.5,0,sss_aayy136688
ugs-2212088471,20,-20,0,sss_fyeste
ugs-2212088417,5,-5,0,sss_aayy136688
ugs-2212088444,200,-200,0,sss_18651675752
ugs-2212088343,20,-20,0,sss_fyeste
ugs-2212088274,1,-1,0,sss_1041667203
ugs-2212088257,200,-200,0,sss_18651675752
ugs-2212088258,20,-20,0,sss_fyeste
ugs-2212088204,10,30,0,sss_lfy1616
ugs-2212088196,1,-1,0,sss_1041667203
ugs-2212088145,1,7,0,sss_p128628
ugs-2212088151,200,-200,0,sss_18651675752
ugs-2212088146,20,-20,0,sss_fyeste
ugs-2212088071,10,-10,0,sss_lfy1616
ugs-2212088068,20,-20,0,sss_fyeste
ugs-2212088095,1,-1,0,sss_1041667203
ugs-2212088040,200,-200,0,sss_18651675752
ugs-2212087995,1,-1,0,sss_1041667203
ugs-2212087998,20,-20,0,sss_fyeste
ugs-2212087961,1,-1,0,sss_p128628
ugs-2212087951,200,-200,0,sss_18651675752
ugs-2212087912,10,-10,0,sss_lfy1616
ugs-2212087906,20,-20,0,sss_fyeste
ugs-2212087909,1,-1,0,sss_1041667203
ugs-2212087850,200,-200,0,sss_18651675752
ugs-2212087824,1,-1,0,sss_1041667203
ugs-2212087836,20,-20,0,sss_fyeste
ugs-2212087787,10,-10,0,sss_lfy1616
ugs-2212087754,1,-1,0,sss_p128628
ugs-2212087740,20,-20,0,sss_fyeste
ugs-2212087718,5,105,0,sss_aayy136688
ugs-2212087736,200,-200,0,sss_18651675752
ugs-2212087693,10,-10,0,sss_lfy1616
ugs-2212087708,1,-0.2,0,sss_1041667203
ugs-2212087684,20,-20,0,sss_fyeste
ugs-2212087626,1,-1,0,sss_1041667203
ugs-2212087637,200,-200,0,sss_18651675752
ugs-2212087610,5,-5,0,sss_aayy136688
ugs-2212087564,10,-10,0,sss_lfy1616
ugs-2212087578,20,-20,0,sss_fyeste
ugs-2212087525,1,-1,0,sss_1041667203
ugs-2212087497,20,-20,0,sss_fyeste
ugs-2212087502,200,0,0,sss_18651675752
ugs-2212087476,10,-10,0,sss_lfy1616
ugs-2212087448,1,-1,0,sss_p128628
ugs-2212087428,20,-20,0,sss_fyeste
ugs-2212087407,200,-200,0,sss_18651675752
ugs-2212087387,1,0.9,0,sss_1041667203
ugs-2212087353,20,-20,0,sss_fyeste
ugs-2212087335,5,-5,0,sss_aayy136688
ugs-2212087306,1,-1,0,sss_1041667203
ugs-2212087291,20,-20,0,sss_fyeste
ugs-2212087219,1,-1,0,sss_1041667203
ugs-2212087218,20,-20,0,sss_fyeste
ugs-2212087139,20,-20,0,sss_fyeste
ugs-2212087148,5,-4,0,sss_aayy136688
ugs-2212087112,1,-0.5,0,sss_1041667203
ugs-2212087060,20,-20,0,sss_fyeste
ugs-2212087069,5,-5,0,sss_aayy136688
ugs-2212087007,10,20,0,sss_lfy1616
ugs-2212086986,20,-20,0,sss_fyeste
ugs-2212086934,1,-1,0,sss_1041667203
ugs-2212086910,10,-10,0,sss_lfy1616
ugs-2212086898,20,56,0,sss_fyeste
ugs-2212086840,1,-1,0,sss_1041667203
ugs-2212086821,20,-20,0,sss_fyeste
ugs-2212086786,10,-10,0,sss_lfy1616
ugs-2212086783,1,-1,0,sss_p128628
ugs-2212086760,1,-1,0,sss_1041667203
ugs-2212086752,20,-20,0,sss_fyeste
ugs-2212086672,1,-1,0,sss_1041667203
ugs-2212086681,20,-20,0,sss_fyeste
ugs-2212086602,10,-10,0,sss_lfy1616
ugs-2212086572,20,-20,0,sss_fyeste
ugs-2212086593,200,-200,0,sss_18651675752
ugs-2212086523,1,-1,0,sss_p128628
ugs-2212086499,20,-20,0,sss_fyeste
ugs-2212086485,200,-200,0,sss_18651675752
ugs-2212086420,1,-1,0,sss_1041667203
ugs-2212086400,10,-10,0,sss_lfy1616
ugs-2212086390,200,-200,0,sss_18651675752
ugs-2212086408,20,64,0,sss_fyeste
ugs-2212086351,5,495,0,sss_aayy136688
ugs-2212086333,20,-20,0,sss_fyeste
ugs-2212086312,1,-1,0,sss_malaal1
ugs-2212086305,200,-200,0,sss_18651675752
ugs-2212086257,1,-1,0,sss_1041667203
ugs-2212086279,5,-5,0,sss_aayy136688
ugs-2212086266,20,-20,0,sss_fyeste
ugs-2212086223,1,-1,0,sss_malaal1
ugs-2212086193,5,-5,0,sss_aayy136688
ugs-2212086190,200,-200,0,sss_18651675752
ugs-2212086183,10,-10,0,sss_lfy1616
ugs-2212086158,20,-20,0,sss_fyeste
ugs-2212086163,1,-1,0,sss_1041667203
ugs-2212086125,1,-0.4,0,sss_malaal1
ugs-2212086092,20,-20,0,sss_fyeste
ugs-2212086115,5,-5,0,sss_aayy136688
ugs-2212086076,1,-1,0,sss_1041667203
ugs-2212086067,200,-200,0,sss_18651675752
ugs-2212086027,1,0,0,sss_p128628
ugs-2212086008,20,-20,0,sss_fyeste
ugs-2212086005,1,-1,0,sss_malaal1
ugs-2212085978,1,-1,0,sss_1041667203
ugs-2212085954,200,-200,0,sss_18651675752
ugs-2212085957,5,-5,0,sss_aayy136688
ugs-2212085921,20,-20,0,sss_fyeste
ugs-2212085885,1,-1,0,sss_1041667203
ugs-2212085871,1,-0.4,0,sss_malaal1
ugs-2212085860,5,-5,0,sss_aayy136688
ugs-2212085850,20,-20,0,sss_fyeste
ugs-2212085789,1,-1,0,sss_1041667203
ugs-2212085800,200,-200,0,sss_18651675752
ugs-2212085771,20,-20,0,sss_fyeste
ugs-2212085775,5,-5,0,sss_aayy136688
ugs-2212085696,1,-1,0,sss_1041667203
ugs-2212085697,200,-200,0,sss_18651675752
ugs-2212085703,20,-20,0,sss_fyeste
ugs-2212085650,5,-5,0,sss_malaal1
ugs-2212085617,1,-1,0,sss_1041667203
ugs-2212085611,20,-20,0,sss_fyeste
ugs-2212085557,200,-200,0,sss_18651675752
ugs-2212085514,1,-1,0,sss_1041667203
ugs-2212085517,20,12,0,sss_fyeste
ugs-2212085449,20,-20,0,sss_fyeste
ugs-2212085463,5,-5,0,sss_aayy136688
ugs-2212085393,10,90,0,sss_lfy1616
ugs-2212085362,20,32,0,sss_fyeste
ugs-2212085343,100,-100,0,sss_18651675752
ugs-2212085357,5,-5,0,sss_malaal1
ugs-2212085321,1,7,0,sss_p128628
ugs-2212085316,1,-1,0,sss_1041667203
ugs-2212085290,10,-10,0,sss_lfy1616
ugs-2212085265,20,4,0,sss_fyeste
ugs-2212085237,100,-100,0,sss_18651675752
ugs-2212085223,1,-1,0,sss_1041667203
ugs-2212085210,5,-5,0,sss_aayy136688
ugs-2212085206,5,-5,0,sss_malaal1
ugs-2212085175,20,-20,0,sss_fyeste
ugs-2212085109,1,-1,0,sss_p128628
ugs-2212085096,20,-20,0,sss_fyeste
ugs-2212085092,100,-100,0,sss_18651675752
ugs-2212085082,5,-3,0,sss_aayy136688
ugs-2212085078,5,-5,0,sss_malaal1
ugs-2212085048,10,-10,0,sss_lfy1616
ugs-2212085035,1,-1,0,sss_1041667203
ugs-2212085006,20,4,0,sss_fyeste
ugs-2212085002,100,-100,0,sss_18651675752
ugs-2212084952,5,-2,0,sss_malaal1
ugs-2212084933,20,-20,0,sss_fyeste
ugs-2212084875,1,-1,0,sss_p128628
ugs-2212084856,5,-5,0,sss_aayy136688
ugs-2212084846,20,4,0,sss_fyeste
ugs-2212084836,100,-100,0,sss_18651675752
ugs-2212084833,5,-2,0,sss_malaal1
ugs-2212084779,20,-20,0,sss_fyeste
ugs-2212084739,5,0,0,sss_aayy136688
ugs-2212084709,5,-3.5,0,sss_malaal1
ugs-2212084694,100,-100,0,sss_18651675752
ugs-2212084667,20,-20,0,sss_fyeste
ugs-2212084596,20,-20,0,sss_fyeste
ugs-2212084615,5,-5,0,sss_aayy136688
ugs-2212084584,5,-5,0,sss_malaal1
ugs-2212084579,100,-100,0,sss_18651675752
ugs-2212084518,20,-20,0,sss_fyeste
ugs-2212084502,5,-5,0,sss_aayy136688
ugs-2212084473,100,-100,0,sss_18651675752
ugs-2212084446,1,-1,0,sss_p128628
ugs-2212084452,5,-5,0,sss_malaal1
ugs-2212084406,20,-20,0,sss_fyeste
ugs-2212084375,5,-5,0,sss_aayy136688
ugs-2212084379,100,-100,0,sss_18651675752
ugs-2212083211,1,0.5,0,sss_1041667203
ugs-2212084335,20,-20,0,sss_fyeste
ugs-2212084319,5,-5,0,sss_malaal1
ugs-2212084278,1,-1,0,sss_p128628
ugs-2212084266,100,-100,0,sss_18651675752
ugs-2212084262,20,-20,0,sss_fyeste
ugs-2212084236,5,-4,0,sss_aayy136688
ugs-2212084186,20,-20,0,sss_fyeste
ugs-2212084185,5,-5,0,sss_malaal1
ugs-2212084131,100,-100,0,sss_18651675752
ugs-2212084107,20,-20,0,sss_fyeste
ugs-2212084113,5,-4,0,sss_aayy136688
ugs-2212084078,1,-1,0,sss_p128628
ugs-2212084035,20,-20,0,sss_fyeste
ugs-2212084045,100,-100,0,sss_18651675752
ugs-2212084044,5,-3.5,0,sss_malaal1
ugs-2212084011,5,-5,0,sss_aayy136688
ugs-2212083966,20,-20,0,sss_fyeste
ugs-2212083950,100,-100,0,sss_18651675752
ugs-2212083908,1,-1,0,sss_p128628
ugs-2212083912,5,-5,0,sss_malaal1
ugs-2212083884,20,-20,0,sss_fyeste
ugs-2212083900,5,-5,0,sss_aayy136688
ugs-2212083839,100,-100,0,sss_18651675752
ugs-2212083818,20,-20,0,sss_fyeste
ugs-2212083790,5,-5,0,sss_malaal1
ugs-2212083799,5,-5,0,sss_aayy136688
ugs-2212083744,100,-100,0,sss_18651675752
ugs-2212083731,20,-20,0,sss_fyeste
ugs-2212083690,1,-1,0,sss_p128628
ugs-2212083691,5,-5,0,sss_aayy136688
ugs-2212083672,10,290,0,sss_lfy1616
ugs-2212083667,20,-20,0,sss_fyeste
ugs-2212083644,100,-100,0,sss_18651675752
ugs-2212083595,20,-20,0,sss_fyeste
ugs-2212083586,5,-5,0,sss_aayy136688
ugs-2212083532,10,-10,0,sss_lfy1616
ugs-2212083489,20,-20,0,sss_fyeste
ugs-2212083476,5,-5,0,sss_aayy136688
ugs-2212083471,100,-100,0,sss_18651675752
ugs-2212083415,10,-10,0,sss_lfy1616
ugs-2212083426,1,-1,0,sss_p128628
ugs-2212083396,20,-16,0,sss_fyeste
ugs-2212083372,5,-5,0,sss_aayy136688
ugs-2212083357,100,-100,0,sss_18651675752
ugs-2212083310,20,-20,0,sss_fyeste
ugs-2212083289,10,-10,0,sss_lfy1616
ugs-2212083266,5,-5,0,sss_aayy136688
ugs-2212083262,100,-100,0,sss_18651675752
ugs-2212083221,20,66,0,sss_fyeste
ugs-2212083193,10,-10,0,sss_lfy1616
ugs-2212083202,1,-1,0,sss_p128628
ugs-2212083160,100,-100,0,sss_18651675752
ugs-2212083123,1,-1,0,sss_1041667203
ugs-2212083128,5,-5,0,sss_malaal1
ugs-2212083110,20,-20,0,sss_fyeste
ugs-2212083051,10,-10,0,sss_lfy1616
ugs-2212083027,1,-1,0,sss_1041667203
ugs-2212083031,20,-20,0,sss_fyeste
ugs-2212082977,1,-1,0,sss_p128628
ugs-2212082989,5,-5,0,sss_malaal1
ugs-2212082953,20,-20,0,sss_fyeste
ugs-2212082936,1,-1,0,sss_1041667203
ugs-2212082931,100,-100,0,sss_18651675752
ugs-2212082848,1,-1,0,sss_1041667203
ugs-2212082860,5,-5,0,sss_malaal1
ugs-2212082871,20,-20,0,sss_fyeste
ugs-2212082830,10,-10,0,sss_lfy1616
ugs-2212082797,20,-20,0,sss_fyeste
ugs-2212082790,100,-100,0,sss_18651675752
ugs-2212082781,5,-5,0,sss_aayy136688
ugs-2212082750,1,-1,0,sss_1041667203
ugs-2212082732,5,-5,0,sss_malaal1
ugs-2212082704,20,-20,0,sss_fyeste
ugs-2212082670,10,-10,0,sss_lfy1616
ugs-2212082647,100,-100,0,sss_18651675752
ugs-2212082674,5,-5,0,sss_aayy136688
ugs-2212082673,1,-1,0,sss_1041667203
ugs-2212082629,20,-20,0,sss_fyeste
ugs-2212082579,1,-1,0,sss_1041667203
ugs-2212082606,5,-5,0,sss_malaal1
ugs-2212082552,20,-20,0,sss_fyeste
ugs-2212082525,5,-5,0,sss_aayy136688
ugs-2212082491,10,-10,0,sss_lfy1616
ugs-2212082499,1,-1,0,sss_1041667203
ugs-2212082462,20,-20,0,sss_fyeste
ugs-2212082483,5,-5,0,sss_malaal1
ugs-2212082420,1,-1,0,sss_1041667203
ugs-2212082414,100,900,0,sss_18651675752
ugs-2212082421,5,-5,0,sss_aayy136688
ugs-2212082389,10,-10,0,sss_lfy1616
ugs-2212082378,20,-14,0,sss_fyeste
ugs-2212082363,5,-5,0,sss_malaal1
ugs-2212082330,1,-1,0,sss_1041667203
ugs-2212082294,100,-100,0,sss_18651675752
ugs-2212082246,20,-20,0,sss_fyeste
ugs-2212082221,10,-10,0,sss_lfy1616
ugs-2212082202,100,-100,0,sss_18651675752
ugs-2212082180,20,-20,0,sss_fyeste
ugs-2212082172,5,-3.5,0,sss_malaal1
ugs-2212082136,10,-10,0,sss_lfy1616
ugs-2212082152,5,25,0,sss_aayy136688
ugs-2212082159,1,-1,0,sss_1041667203
ugs-2212082109,20,-20,0,sss_fyeste
ugs-2212082092,100,-100,0,sss_18651675752
ugs-2212082070,1,-1,0,sss_1041667203
ugs-2212082042,20,-20,0,sss_fyeste
ugs-2212082031,5,-5,0,sss_malaal1
ugs-2212081985,100,-100,0,sss_18651675752
ugs-2212081938,10,-10,0,sss_lfy1616
ugs-2212081963,20,-20,0,sss_fyeste
ugs-2212081905,5,-5,0,sss_malaal1
ugs-2212081892,20,-20,0,sss_fyeste
ugs-2212081881,100,-100,0,sss_18651675752
ugs-2212081845,10,-10,0,sss_lfy1616
ugs-2212081816,20,-20,0,sss_fyeste
ugs-2212081800,1,-0.5,0,sss_1041667203
ugs-2212081791,5,-2,0,sss_malaal1
ugs-2212081759,100,-100,0,sss_18651675752
ugs-2212081741,20,-20,0,sss_fyeste
ugs-2212081713,10,-10,0,sss_lfy1616
ugs-2212081700,1,-1,0,sss_1041667203
ugs-2212081654,1,7,0,sss_p128628
ugs-2212081659,5,-5,0,sss_malaal1
ugs-2212081627,10,-10,0,sss_lfy1616
ugs-2212081647,100,-100,0,sss_18651675752
ugs-2212081626,1,-1,0,sss_1041667203
ugs-2212081622,20,-20,0,sss_fyeste
ugs-2212081532,1,-1,0,sss_1041667203
ugs-2212081521,100,-100,0,sss_18651675752
ugs-2212081537,20,-20,0,sss_fyeste
ugs-2212081506,5,2.5,0,sss_malaal1
ugs-2212081450,1,-1,0,sss_1041667203
ugs-2212081424,100,-100,0,sss_18651675752
ugs-2212081443,20,-20,0,sss_fyeste
ugs-2212081382,1,-1,0,sss_1041667203
ugs-2212081390,5,-5,0,sss_malaal1
ugs-2212081373,20,-20,0,sss_fyeste
ugs-2212081287,20,106,0,sss_fyeste
ugs-2212081257,5,-5,0,sss_malaal1
ugs-2212081215,20,-20,0,sss_fyeste
ugs-2212081134,1,-1,0,sss_p128628
ugs-2212081120,5,-5,0,sss_malaal1
ugs-2212081144,20,-20,0,sss_fyeste
ugs-2212081122,1,1.3,0,sss_1041667203
ugs-2212081111,5,-5,0,sss_aayy136688
ugs-2212081075,1,-1,0,sss_cctv0009
ugs-2212081073,20,-20,0,sss_fyeste
ugs-2212081042,1,-1,0,sss_1041667203
ugs-2212081003,20,-20,0,sss_fyeste
ugs-2212081010,5,-4.5,0,sss_aayy136688
ugs-2212081000,5,-5,0,sss_malaal1
ugs-2212080961,1,-1,0,sss_1041667203
ugs-2212080935,5,-5,0,sss_aayy136688
ugs-2212080867,1,-1,0,sss_1041667203
ugs-2212080876,20,8,0,sss_fyeste
ugs-2212080836,1,-1,0,sss_cctv0009
ugs-2212080856,5,-5,0,sss_aayy136688
ugs-2212080852,5,-5,0,sss_malaal1
ugs-2212080770,1,-1,0,sss_1041667203
ugs-2212080776,5,-5,0,sss_aayy136688
ugs-2212080795,20,-20,0,sss_fyeste
ugs-2212080723,1,-1,0,sss_cctv0009
ugs-2212080714,5,-0.5,0,sss_malaal1
ugs-2212080666,20,42,0,sss_fyeste
ugs-2212080635,1,0.8,0,sss_1041667203
ugs-2212080649,5,-1,0,sss_aayy136688
ugs-2212080575,1,-1,0,sss_cctv0009
ugs-2212080586,5,-5,0,sss_aayy136688
ugs-2212080583,5,-5,0,sss_malaal1
ugs-2212080597,20,-20,0,sss_fyeste
ugs-2212080521,20,-20,0,sss_fyeste
ugs-2212080509,5,-5,0,sss_aayy136688
ugs-2212080466,5,-5,0,sss_abcd1986
ugs-2212080421,1,-1,0,sss_cctv0009
ugs-2212080445,5,-5,0,sss_aayy136688
ugs-2212080428,5,-5,0,sss_malaal1
ugs-2212080430,20,-20,0,sss_fyeste
ugs-2212080363,20,-20,0,sss_fyeste
ugs-2212080374,5,-5,0,sss_aayy136688
ugs-2212080351,1,0.1,0,sss_1041667203
ugs-2212080307,5,-5,0,sss_malaal1
ugs-2212080315,5,-5,0,sss_abcd1986
ugs-2212080274,1,-1,0,sss_cctv0009
ugs-2212080279,20,20,0,sss_fyeste
ugs-2212080271,1,-1,0,sss_1041667203
ugs-2212080238,5,-5,0,sss_aayy136688
ugs-2212080198,1,-1,0,sss_1041667203
ugs-2212080194,5,-5,0,sss_abcd1986
ugs-2212080187,5,-5,0,sss_malaal1
ugs-2212080152,20,78,0,sss_fyeste
ugs-2212080130,5,-5,0,sss_aayy136688
ugs-2212080118,1,-1,0,sss_1041667203
ugs-2212080081,1,2,0,sss_p128628
ugs-2212080094,5,-5,0,sss_abcd1986
ugs-2212080048,20,34,0,sss_fyeste
ugs-2212080059,5,4,0,sss_malaal1
ugs-2212079973,20,-20,0,sss_fyeste
ugs-2212079948,5,-2,0,sss_malaal1
ugs-2212079926,1,-1,0,sss_1041667203
ugs-2212079903,5,21.5,0,sss_aayy136688
ugs-2212079914,20,-20,0,sss_fyeste
ugs-2212079885,5,-4.5,0,sss_abcd1986
ugs-2212079870,1,-1,0,sss_p128628
ugs-2212079850,20,-20,0,sss_fyeste
ugs-2212079852,1,-1,0,sss_1041667203
ugs-2212079838,10,-10,0,sss_lfy1616
ugs-2212079810,5,-5,0,sss_aayy136688
ugs-2212079829,5,-5,0,sss_malaal1
ugs-2212079774,1,-1,0,sss_1041667203
ugs-2212079781,5,-5,0,sss_abcd1986
ugs-2212079785,20,-20,0,sss_fyeste
ugs-2212079728,10,-10,0,sss_lfy1616
ugs-2212079719,20,-20,0,sss_fyeste
ugs-2212079700,1,-1,0,sss_1041667203
ugs-2212079682,5,-5,0,sss_malaal1
ugs-2212079654,5,-5,0,sss_abcd1986
ugs-2212079651,5,7.5,0,sss_aayy136688
ugs-2212079614,20,-20,0,sss_fyeste
ugs-2212079540,10,-10,0,sss_lfy1616
ugs-2212079560,5,-5,0,sss_aayy136688
ugs-2212079556,5,-3.5,0,sss_malaal1
ugs-2212079528,20,140,0,sss_fyeste
ugs-2212079518,5,-5,0,sss_abcd1986
ugs-2212079483,1,-1,0,sss_1041667203
ugs-2212079467,5,-5,0,sss_aayy136688
ugs-2212079471,20,-20,0,sss_fyeste
ugs-2212079453,10,-10,0,sss_lfy1616
ugs-2212079441,5,-5,0,sss_malaal1
ugs-2212079371,1,-1,0,sss_p128628
ugs-2212079391,5,-5,0,sss_abcd1986
ugs-2212079392,1,-1,0,sss_1041667203
ugs-2212079332,5,-4,0,sss_aayy136688
ugs-2212079311,10,-10,0,sss_lfy1616
ugs-2212079320,5,-5,0,sss_malaal1
ugs-2212079312,1,-1,0,sss_1041667203
ugs-2212079250,5,-5,0,sss_abcd1986
ugs-2212079205,5,-5,0,sss_malaal1
ugs-2212079182,10,-10,0,sss_lfy1616
ugs-2212079149,5,0,0,sss_aayy136688
ugs-2212079090,10,-10,0,sss_lfy1616
ugs-2212079089,5,-5,0,sss_abcd1986
ugs-2212079096,5,-5,0,sss_malaal1
ugs-2212079086,1,8.3,0,sss_1041667203
ugs-2212079060,5,-5,0,sss_aayy136688
ugs-2212079002,10,-10,0,sss_lfy1616
ugs-2212079017,20,720,0,sss_fyeste
ugs-2212079008,1,-1,0,sss_1041667203
ugs-2212078985,5,-5,0,sss_malaal1
ugs-2212078966,5,-5,0,sss_abcd1986
ugs-2212078956,1,-1,0,sss_p128628
ugs-2212078945,5,-4.5,0,sss_aayy136688
ugs-2212078940,20,-20,0,sss_fyeste
ugs-2212078922,1,-1,0,sss_1041667203
ugs-2212078875,10,-10,0,sss_lfy1616
ugs-2212078868,20,-20,0,sss_fyeste
ugs-2212078804,1,-0.2,0,sss_1041667203
ugs-2212078809,100,-100,0,sss_18651675752
ugs-2212078819,5,-5,0,sss_aayy136688
ugs-2212078775,10,-10,0,sss_lfy1616
ugs-2212078765,5,-5,0,sss_abcd1986
ugs-2212078761,20,-20,0,sss_fyeste
ugs-2212078784,1,-1,0,sss_p128628
ugs-2212078724,1,-1,0,sss_1041667203
ugs-2212078718,100,-100,0,sss_18651675752
ugs-2212078690,20,-20,0,sss_fyeste
ugs-2212078687,5,-5,0,sss_aayy136688
ugs-2212078650,10,-10,0,sss_lfy1616
ugs-2212078652,5,-5,0,sss_abcd1986
ugs-2212078667,1,-1,0,sss_p128628
ugs-2212078639,1,-1,0,sss_1041667203
ugs-2212078618,100,-100,0,sss_18651675752
ugs-2212078610,20,-20,0,sss_fyeste
ugs-2212078556,1,-1,0,sss_1041667203
ugs-2212078571,5,-5,0,sss_aayy136688
ugs-2212078528,10,-10,0,sss_lfy1616
ugs-2212078522,100,-100,0,sss_18651675752
ugs-2212078520,5,-5,0,sss_malaal1
ugs-2212078521,20,-20,0,sss_fyeste
ugs-2212078536,1,-1,0,sss_p128628
ugs-2212078482,5,-5,0,sss_abcd1986
ugs-2212078454,5,-5,0,sss_aayy136688
ugs-2212078433,10,-10,0,sss_lfy1616
ugs-2212078427,100,-100,0,sss_18651675752
ugs-2212078426,20,94,0,sss_fyeste
ugs-2212078393,5,-5,0,sss_malaal1
ugs-2212078337,20,-20,0,sss_fyeste
ugs-2212078342,100,-100,0,sss_18651675752
ugs-2212078355,5,-5,0,sss_abcd1986
ugs-2212078333,10,-10,0,sss_lfy1616
ugs-2212078329,5,-2,0,sss_aayy136688
ugs-2212078327,1,0.7,0,sss_1041667203
ugs-2212078335,1,0,0,sss_p128628
ugs-2212078256,10,-10,0,sss_lfy1616
ugs-2212078271,20,-20,0,sss_fyeste
ugs-2212078253,1,-1,0,sss_1041667203
ugs-2212078245,100,-100,0,sss_18651675752
ugs-2212078211,20,-20,0,sss_fyeste
ugs-2212078204,5,-5,0,sss_abcd1986
ugs-2212078176,1,-1,0,sss_1041667203
ugs-2212078153,10,-10,0,sss_lfy1616
ugs-2212078150,20,-20,0,sss_fyeste
ugs-2212078118,5,-5,0,sss_malaal1
ugs-2212078093,1,-1,0,sss_1041667203
ugs-2212078096,100,-100,0,sss_18651675752
ugs-2212078092,5,2,0,sss_aayy136688
ugs-2212078059,10,-10,0,sss_lfy1616
ugs-2212078069,20,-20,0,sss_fyeste
ugs-2212078020,1,-1,0,sss_1041667203
ugs-2212078029,5,-4.5,0,sss_abcd1986
ugs-2212077998,5,-5,0,sss_malaal1
ugs-2212077984,5,-5,0,sss_aayy136688
ugs-2212077975,20,-20,0,sss_fyeste
ugs-2212077972,100,0,0,sss_18651675752
ugs-2212077901,20,-20,0,sss_fyeste
ugs-2212077881,100,-100,0,sss_18651675752
ugs-2212077847,10,30,0,sss_lfy1616
ugs-2212077833,5,-5,0,sss_aayy136688
ugs-2212077838,5,-5,0,sss_abcd1986
ugs-2212077858,1,0.9,0,sss_1041667203
ugs-2212077806,20,-14,0,sss_fyeste
ugs-2212077768,1,-1,0,sss_1041667203
ugs-2212077775,100,-100,0,sss_18651675752
ugs-2212077731,20,-20,0,sss_fyeste
ugs-2212077698,10,-10,0,sss_lfy1616
ugs-2212077694,100,-100,0,sss_18651675752
ugs-2212077696,1,-1,0,sss_1041667203
ugs-2212077661,20,-20,0,sss_fyeste
ugs-2212077618,1,-1,0,sss_1041667203
ugs-2212077589,20,-20,0,sss_fyeste
ugs-2212077601,100,-100,0,sss_18651675752
ugs-2212077594,5,15,0,sss_abcd1986
ugs-2212077614,1,-1,0,sss_malaal1
ugs-2212077550,10,-10,0,sss_lfy1616
ugs-2212077543,5,-4.5,0,sss_aayy136688
ugs-2212077531,1,-1,0,sss_1041667203
ugs-2212077519,20,-20,0,sss_fyeste
ugs-2212077507,100,-100,0,sss_18651675752
ugs-2212077495,1,-1,0,sss_malaal1
ugs-2212077473,5,-5,0,sss_abcd1986
ugs-2212077457,10,-10,0,sss_lfy1616
ugs-2212077446,20,0,0,sss_fyeste
ugs-2212077453,1,-1,0,sss_1041667203
ugs-2212077423,100,-100,0,sss_18651675752
ugs-2212077379,1,-1,0,sss_1041667203
ugs-2212077377,20,-20,0,sss_fyeste
ugs-2212077353,10,-10,0,sss_lfy1616
ugs-2212077338,100,-100,0,sss_18651675752
ugs-2212077356,5,-5,0,sss_aayy136688
ugs-2212077346,1,-1,0,sss_malaal1
ugs-2212077310,1,-1,0,sss_1041667203
ugs-2212077301,5,-5,0,sss_abcd1986
ugs-2212077320,20,-20,0,sss_fyeste
ugs-2212077252,10,-10,0,sss_lfy1616
ugs-2212077236,100,-100,0,sss_18651675752
